"Channel1","Channel2","Channel3","Channel4","Channel5","Channel6","Channel7","Channel8","Channel9","Channel10","Channel11","Channel12","Channel13","Channel14","Channel15","Channel16","Channel17","Channel18","Channel19","Channel20","Channel21","Channel22","Channel23","Channel24","Channel25","Channel26","Channel27","Channel28","Channel29","Channel30","Channel31","Channel32","Channel33","Channel34","Channel35","Channel36","Channel37","Channel38","Channel39","Channel40","Channel41","Channel42","Channel43","Channel44","Channel45","Channel46","Channel47","Channel48","Channel49","Channel50","Channel51","Channel52","Channel53","Channel54","Channel55","Channel56","Channel57","Channel58","Channel59","Channel60","Channel61","Channel62","Channel63","Channel64","Channel65","Channel66","Channel67","Channel68","Channel69","Channel70","Channel71","Channel72","Channel73","Channel74","Channel75","Channel76","Channel77","Channel78","Channel79","Channel80","Channel81","Channel82","Channel83","Channel84","Channel85","Channel86","Channel87","Channel88","Channel89","Channel90","Channel91","Channel92","Channel93","Channel94","Channel95","Channel96","Channel97","Channel98","Channel99","Channel100","Channel101","Channel102","Channel103","Channel104","Channel105","Channel106","Channel107","Channel108","Channel109","Channel110","Channel111","Channel112","Channel113","Channel114","Channel115","Channel116","Channel117","Channel118","Channel119","Channel120","Channel121","Channel122","Channel123","Channel124","Channel125","Channel126","Channel127","Channel128"
6,15,67,109,89,76,66,56,38,35,36,27,23,26,21,18,21,11,10,6,5,11,6,5,7,5,7,7,8,8,4,5,4,4,5,1,2,5,1,3,2,3,3,0,2,1,1,3,0,3,3,1,2,2,5,2,2,1,1,4,0,2,0,1,1,1,4,0,0,1,2,3,1,2,1,1,0,0,0,0,0,3,0,1,3,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,17,45,111,100,70,53,48,36,28,21,28,20,26,21,19,22,18,8,7,11,8,1,6,7,5,3,10,6,5,9,8,1,1,4,4,3,6,6,1,5,1,3,1,4,1,2,1,2,2,2,2,2,3,2,0,0,3,2,1,2,3,1,0,2,1,1,2,1,2,3,4,3,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,19,61,116,85,83,59,44,40,43,31,30,25,14,25,18,12,10,11,8,9,5,6,10,6,3,9,6,7,9,11,6,5,2,3,4,2,2,1,1,1,3,2,0,1,2,0,3,2,0,5,0,4,0,2,3,3,0,1,1,3,1,1,1,2,1,1,1,4,3,1,3,1,1,0,1,2,2,2,2,0,0,3,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
7,23,75,101,92,64,57,56,55,34,26,22,31,24,22,14,9,11,9,6,7,7,6,4,5,4,3,3,10,11,7,3,1,5,2,1,1,1,2,2,2,1,4,2,1,2,0,3,4,6,2,1,1,3,2,2,2,3,1,3,2,5,1,0,1,0,3,1,4,3,1,3,1,2,0,0,2,0,0,0,0,0,0,2,2,0,2,2,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,20,53,85,81,70,52,47,37,33,35,30,32,18,24,12,14,15,8,6,8,8,6,5,8,5,7,7,6,7,7,3,4,1,7,2,4,8,3,1,3,1,0,1,5,2,3,0,3,1,2,0,3,2,3,1,5,1,0,1,2,2,0,1,0,1,0,1,2,2,4,4,3,0,0,1,1,0,2,0,0,0,0,0,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,20,54,90,104,78,68,57,36,29,27,32,23,28,19,12,8,12,15,8,12,6,7,11,3,3,6,4,7,5,8,2,4,0,3,4,3,2,1,0,4,2,2,4,4,2,3,1,1,2,2,0,1,2,4,2,1,4,2,1,1,2,1,2,1,0,1,1,1,1,3,4,2,0,1,0,1,0,1,0,0,1,0,3,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,18,68,93,76,83,59,60,34,37,22,27,18,12,26,18,25,16,13,13,5,4,7,7,9,10,5,4,8,3,3,0,3,4,3,5,1,3,4,1,2,4,1,1,3,0,2,2,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,1,0,0,0,1,2,0,4,0,1,8,2,0,0,0,2,2,2,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4,22,57,97,75,76,72,60,36,37,29,35,22,16,16,20,13,11,8,8,6,6,5,5,2,3,2,3,9,11,4,1,5,4,2,8,3,1,7,1,3,6,2,1,1,1,3,5,1,2,3,1,3,2,4,2,4,2,3,4,2,1,1,1,2,1,3,3,2,1,7,2,4,0,3,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2
4,15,68,100,81,63,52,51,31,23,25,35,20,14,23,13,7,14,12,8,5,7,6,1,6,4,5,5,6,4,5,2,1,2,2,5,4,3,3,3,1,6,5,5,2,4,1,4,0,1,1,1,4,0,2,5,0,1,0,0,1,2,0,0,0,0,2,3,3,6,5,3,0,0,0,1,1,0,0,0,0,3,0,2,2,1,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,65,105,87,76,78,51,35,40,28,30,20,12,16,13,19,17,11,11,13,7,9,8,4,4,5,3,9,4,2,4,2,4,4,1,1,4,1,4,1,2,2,2,5,0,7,3,1,1,2,2,1,2,4,2,0,2,3,2,0,1,2,2,0,2,0,1,3,2,6,1,1,1,0,0,0,0,1,0,0,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2,17,54,90,87,72,53,55,47,38,36,42,25,21,20,16,21,23,8,10,10,2,4,9,11,5,6,7,7,6,6,4,2,3,3,1,5,2,1,5,7,6,3,0,3,2,3,1,4,3,0,3,2,2,4,1,2,0,4,2,2,1,2,1,2,0,2,1,2,2,3,3,0,1,0,0,0,1,1,0,0,0,3,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
7,10,39,98,109,78,59,50,37,46,36,27,18,15,17,12,24,15,9,11,6,8,12,5,7,6,6,3,10,8,6,2,7,1,3,3,2,3,2,0,3,2,5,1,1,3,3,3,2,0,3,1,3,1,3,2,2,1,1,2,3,0,2,0,1,0,0,2,2,10,5,3,3,0,0,0,0,1,0,0,1,1,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,25,71,114,103,78,65,47,46,36,35,28,23,24,18,14,17,14,8,11,6,12,5,3,3,8,6,7,7,7,6,5,1,2,5,3,2,3,2,0,5,5,2,0,4,2,2,0,1,4,2,1,5,1,5,0,1,2,0,1,0,0,1,3,0,0,2,4,2,4,2,2,2,1,2,0,1,0,0,0,1,0,0,1,2,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2,27,63,113,107,75,64,57,40,41,31,29,29,29,19,13,22,14,4,8,9,7,9,10,7,7,6,10,10,9,7,1,3,5,3,5,3,4,3,3,2,1,4,1,4,4,2,2,4,2,2,3,3,4,1,1,3,3,0,2,3,3,1,1,0,1,3,1,0,3,1,2,0,0,1,0,0,1,0,1,1,1,2,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,20,55,106,117,86,59,52,46,38,37,27,20,20,29,15,12,12,10,6,8,10,8,6,12,3,10,4,7,4,7,8,1,4,6,1,2,4,2,4,2,5,3,1,2,1,1,3,1,1,1,3,5,6,3,2,2,4,0,1,1,1,2,1,0,0,2,3,1,2,6,2,1,1,1,2,0,1,1,0,0,3,2,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
4,13,60,115,101,78,72,49,47,45,33,39,24,23,29,23,14,17,8,9,10,10,6,2,11,5,4,7,5,8,2,3,2,2,5,0,3,5,4,4,2,4,4,4,3,4,5,4,2,2,2,3,3,3,6,4,3,1,3,0,4,2,3,2,0,1,1,4,4,3,7,7,3,0,0,2,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
9,18,70,99,109,83,73,52,47,35,31,33,25,29,22,13,26,12,11,7,9,15,5,12,5,4,8,4,15,7,8,6,6,3,6,3,4,7,5,3,2,3,1,1,4,3,1,0,4,2,0,1,2,1,2,0,1,2,1,4,1,4,0,0,0,2,1,2,4,6,6,2,2,1,0,0,0,2,0,1,0,1,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5,20,70,133,90,71,71,57,47,36,34,33,29,29,18,13,16,33,11,13,3,11,14,4,5,4,6,6,8,11,7,3,5,4,4,8,1,8,0,3,0,3,2,0,2,3,2,1,1,4,4,1,3,2,7,4,2,3,4,3,3,2,3,0,0,1,0,3,1,4,2,2,3,1,0,0,2,1,0,1,0,2,1,1,3,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,26,69,111,100,102,72,69,48,29,29,36,28,26,29,20,18,7,17,14,8,11,10,4,10,6,4,5,5,5,7,4,4,4,6,5,5,7,4,4,2,3,4,7,0,6,2,3,1,0,1,6,1,4,3,5,1,2,1,0,2,0,2,1,1,0,3,5,2,1,5,4,4,0,1,0,0,1,0,0,0,0,2,0,1,1,1,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5,17,83,106,101,92,65,46,46,42,47,26,25,21,16,25,15,17,9,7,5,9,7,8,10,8,6,3,9,7,10,6,3,4,6,3,1,6,3,4,2,4,4,3,2,3,2,1,3,3,1,2,1,3,1,3,2,1,1,4,4,2,0,0,1,0,1,1,1,6,4,2,1,2,0,0,1,1,2,0,0,1,2,2,1,2,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
5,17,57,119,107,104,94,39,45,42,30,38,24,31,20,17,19,20,18,9,6,9,7,8,13,5,6,9,8,8,4,1,2,1,3,3,1,6,3,6,2,8,1,2,4,4,2,3,0,0,3,1,7,6,0,3,3,1,4,2,1,2,1,0,1,2,0,2,2,6,4,7,3,1,0,0,0,1,1,3,1,0,3,2,0,1,0,0,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
5,22,63,93,96,79,74,60,49,31,48,31,35,31,20,22,18,20,10,10,14,6,7,10,2,6,8,10,10,12,11,4,4,6,1,5,4,6,2,2,6,3,1,3,1,2,2,5,5,3,2,4,2,2,4,0,1,1,6,1,1,1,0,2,3,1,0,0,2,2,4,1,0,3,0,1,0,0,1,2,1,0,0,0,1,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,26,73,111,108,95,65,65,50,45,32,35,26,23,21,19,18,12,15,10,16,6,11,11,6,4,7,7,7,11,7,5,7,1,3,3,3,4,2,5,4,1,4,5,4,4,3,2,6,2,0,2,3,3,4,4,2,4,1,0,2,3,2,2,1,1,1,3,3,0,2,5,4,3,1,1,3,0,0,1,2,0,2,1,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4,22,71,113,131,84,75,62,50,40,45,34,31,24,29,13,21,15,10,8,11,11,9,9,5,4,4,6,10,12,3,4,8,3,2,6,5,2,4,4,2,0,0,2,2,3,4,2,2,2,2,1,3,2,1,2,1,3,1,3,0,1,1,0,3,1,3,5,3,1,1,2,2,1,2,0,0,0,0,1,0,1,1,2,0,1,3,1,0,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
2,20,76,136,108,100,77,71,64,38,41,33,18,30,32,16,15,17,9,11,10,10,13,6,6,8,4,5,15,5,8,7,3,5,2,5,4,5,4,7,1,2,3,4,4,6,4,5,1,3,2,0,1,2,4,1,1,2,1,3,0,2,2,2,2,1,1,2,5,6,3,3,4,3,0,0,3,0,0,0,0,1,2,1,0,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,76,139,122,75,68,60,50,40,39,37,34,36,38,16,20,16,7,8,7,7,6,2,4,7,8,6,11,12,4,6,4,4,5,4,1,4,3,5,1,3,2,4,4,4,1,3,1,0,0,3,1,6,4,3,1,4,0,2,3,2,2,1,1,1,2,2,3,3,7,1,6,3,3,1,1,0,0,1,0,0,2,1,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2,25,70,112,118,72,69,66,58,47,43,40,30,22,20,18,21,19,11,13,9,10,8,8,6,6,7,10,11,10,7,4,5,0,3,4,6,4,4,2,3,2,4,3,6,3,2,4,2,3,4,1,1,6,3,3,0,2,2,0,2,2,0,0,2,2,2,1,0,4,2,3,5,0,0,2,0,2,0,1,1,1,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,21,86,130,95,102,75,63,51,46,62,44,37,20,26,24,23,17,15,12,11,9,6,4,8,4,9,6,17,11,9,4,2,2,6,10,4,0,2,4,2,4,1,6,8,4,4,3,1,4,2,2,6,9,5,3,0,1,2,2,1,2,4,0,0,1,3,1,4,5,3,5,1,1,1,3,0,1,1,1,0,2,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7,18,81,128,98,109,81,69,55,52,39,31,20,26,29,27,21,12,7,7,11,10,5,5,9,10,5,11,14,18,10,4,3,3,5,3,6,5,5,7,7,3,2,2,9,4,6,3,5,3,3,8,3,2,3,3,4,2,0,1,1,1,4,2,1,1,1,2,3,7,2,3,4,2,0,0,0,1,0,0,0,0,2,1,5,2,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
6,20,96,140,114,98,90,72,57,48,49,33,28,28,28,16,22,22,11,13,7,10,15,12,7,6,10,10,5,9,8,12,7,4,3,6,8,6,6,3,4,3,3,6,2,4,5,4,3,0,2,3,7,4,2,6,3,3,0,2,3,1,1,0,1,2,2,1,2,6,5,5,3,2,1,2,0,1,0,2,3,0,2,2,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,0,3,0,0,1,0,0,0,0,0,0,0,2,1,0,0
7,37,89,119,112,100,66,47,68,47,41,30,33,27,32,22,26,28,10,11,10,10,16,12,10,6,5,13,17,12,8,7,4,2,5,2,10,3,6,5,5,5,3,4,7,4,7,4,3,2,5,3,4,3,2,4,3,3,4,6,0,1,2,1,0,2,0,0,4,5,3,2,4,1,1,2,2,1,1,1,2,0,0,3,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,27,94,130,103,116,67,70,50,57,39,45,34,31,26,17,32,22,8,12,12,10,12,12,12,8,8,7,12,9,11,4,6,2,3,8,4,2,3,4,3,0,2,2,6,5,4,3,2,0,5,5,3,2,2,7,4,3,0,0,2,2,2,0,2,1,3,4,1,3,2,5,1,3,0,1,2,0,0,0,2,1,2,1,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
10,22,76,128,138,110,79,80,72,52,50,33,32,30,22,13,21,22,12,11,5,9,6,9,11,6,5,8,8,9,7,8,5,3,0,2,8,1,4,1,2,3,2,3,6,4,0,2,1,3,3,0,0,4,3,2,3,5,2,4,0,4,2,0,0,2,2,2,6,9,3,3,0,5,0,0,1,0,0,2,0,0,1,0,3,2,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2
6,23,86,139,124,92,83,80,60,48,50,54,38,37,31,18,21,34,10,15,11,11,12,8,5,9,6,10,9,12,10,8,7,6,2,1,4,4,4,1,2,2,4,3,6,2,5,2,1,5,4,3,4,5,1,5,3,1,1,2,2,2,0,5,3,1,4,2,2,6,5,4,6,2,2,1,0,0,1,0,1,0,1,0,1,3,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,3,1,1,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1
9,23,75,140,108,108,89,67,60,58,35,31,29,36,24,15,27,27,19,8,13,13,13,5,6,13,4,11,8,12,8,6,5,3,8,4,4,7,2,8,10,4,3,2,6,4,4,3,1,4,1,3,5,5,7,5,2,5,1,2,4,1,0,3,1,2,1,3,7,5,8,7,7,1,2,1,1,1,2,0,1,1,1,1,1,2,2,1,0,0,0,2,0,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,22,82,135,116,119,80,89,61,48,43,50,26,29,33,21,26,21,19,16,9,10,8,10,5,12,11,8,13,11,7,9,3,5,4,7,9,6,3,2,4,3,7,5,3,4,5,4,5,2,2,5,2,2,3,3,0,0,6,1,1,2,2,1,0,1,4,3,3,6,6,6,5,3,1,1,2,3,0,0,1,2,2,2,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
7,33,105,154,126,113,83,81,43,50,33,33,33,34,33,20,23,26,21,11,12,11,16,8,14,6,6,8,15,12,7,5,5,5,3,6,7,5,3,5,3,1,4,4,5,5,6,2,2,4,1,5,0,2,4,1,3,4,3,1,1,1,1,2,2,0,2,2,2,4,5,5,1,2,1,0,2,1,1,0,0,1,3,0,0,1,0,2,0,1,0,0,0,0,0,3,0,1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,2,0,1,1,1
4,25,93,158,142,118,104,84,63,61,53,51,38,28,32,22,21,25,16,17,11,15,14,11,6,12,7,10,15,8,12,5,7,10,11,3,4,4,4,1,5,4,8,1,5,9,3,3,3,2,7,3,1,5,7,3,4,3,0,1,3,5,4,3,1,3,1,5,2,6,6,3,4,4,1,0,0,1,1,1,1,1,1,2,2,2,3,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
8,26,97,147,139,118,91,90,75,60,52,50,45,41,22,25,29,25,21,21,9,8,10,10,13,4,13,8,19,14,12,6,9,6,3,1,7,6,3,6,1,4,4,6,4,7,2,3,3,4,2,2,2,5,3,4,2,1,3,7,2,3,4,0,3,1,2,3,3,6,4,4,1,3,3,0,2,1,1,0,1,3,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0
12,29,93,151,149,136,90,71,64,52,60,54,44,35,27,27,15,20,20,12,16,11,10,11,10,15,14,8,14,16,13,11,8,16,4,4,6,7,5,5,8,3,3,6,9,7,1,1,1,0,5,3,6,4,6,4,4,3,2,6,5,0,2,1,5,0,0,5,5,9,8,6,3,4,3,1,1,0,1,0,0,2,2,0,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,0,2,2,1
8,28,96,161,125,119,107,87,75,71,42,54,38,44,26,23,28,27,18,16,16,12,15,13,8,6,7,11,18,18,11,7,5,4,7,6,4,5,2,4,6,6,2,7,4,3,5,1,2,2,0,3,1,2,6,5,2,4,2,3,2,3,3,0,2,2,3,0,3,7,5,6,2,1,1,1,1,2,0,0,0,1,2,1,0,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0
7,25,86,184,153,119,104,90,66,66,51,41,38,44,42,20,26,26,15,12,11,14,14,16,8,14,11,14,13,14,8,7,6,3,4,4,7,7,7,5,6,7,6,3,6,8,6,4,4,2,3,5,2,6,6,3,5,0,2,2,2,3,0,1,2,1,2,5,8,6,9,5,4,2,1,1,1,1,2,0,0,0,1,0,1,1,1,1,0,4,0,0,2,0,0,0,0,0,2,0,2,1,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,2,1,0,1,0
10,32,108,159,140,125,94,96,64,65,62,66,42,39,46,17,44,23,17,12,15,12,16,15,11,13,12,12,17,9,15,8,3,6,7,9,8,6,8,6,7,5,5,3,3,4,5,3,4,2,1,3,6,6,2,3,3,5,2,4,2,4,2,1,4,3,0,5,5,5,7,5,5,2,3,3,1,2,1,1,2,5,1,2,2,1,1,1,0,2,2,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
6,36,84,163,156,131,110,79,91,74,53,50,51,29,30,23,32,26,19,14,16,15,11,11,19,12,5,6,12,14,16,11,5,3,4,2,8,6,5,5,4,5,8,3,9,5,4,7,3,6,4,4,3,4,8,2,2,6,2,3,1,2,3,1,1,2,6,2,4,4,7,9,2,5,1,1,0,1,1,2,0,2,3,5,4,5,3,2,3,0,1,1,0,0,2,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0
4,22,84,139,157,97,106,90,69,52,53,48,52,53,41,27,31,29,15,18,16,17,8,12,8,17,16,14,12,22,10,10,4,2,7,5,3,5,7,5,6,6,2,3,1,2,7,9,5,2,4,3,4,3,5,3,4,3,3,1,5,1,5,2,3,0,1,3,4,5,8,1,3,4,2,1,1,0,2,0,0,0,1,2,3,2,3,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0
9,30,87,170,146,107,85,90,76,64,55,56,41,30,41,28,41,19,12,26,15,13,12,11,10,14,10,11,11,17,14,6,6,7,11,6,8,5,4,2,5,2,4,6,8,6,5,8,2,3,4,6,3,8,4,5,1,4,6,1,3,1,6,2,1,1,2,4,5,7,2,2,0,5,3,1,0,0,1,2,0,1,2,0,3,3,0,1,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
10,33,100,169,146,139,106,77,88,71,62,61,46,25,35,26,26,32,17,18,9,15,8,12,10,8,10,13,21,17,5,4,6,7,14,10,10,5,5,1,8,7,2,2,2,7,7,6,9,4,4,2,4,4,2,5,5,4,5,2,4,0,2,0,0,2,5,2,7,5,5,3,6,2,0,0,2,1,1,1,1,2,2,2,2,3,2,1,0,0,1,1,2,0,1,1,0,1,1,0,1,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2
9,38,71,141,133,110,115,93,66,59,60,57,42,29,29,32,34,24,18,16,18,12,10,16,10,5,14,6,14,17,14,5,1,1,7,6,7,7,5,9,3,4,5,6,6,1,2,5,2,8,1,2,3,6,6,4,4,2,0,2,6,1,2,2,5,1,1,5,5,7,13,2,2,1,1,2,1,2,1,1,1,0,3,1,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,0
10,34,91,159,147,134,87,73,79,57,43,47,37,38,38,47,33,18,20,13,19,7,18,8,15,6,16,15,12,19,9,5,6,6,2,8,4,7,5,4,2,5,5,5,2,7,9,3,2,3,4,5,5,3,7,3,4,3,2,4,0,1,2,0,0,2,2,3,3,3,5,3,1,1,1,1,0,0,2,1,1,1,0,5,0,3,2,2,2,2,1,0,1,0,1,0,0,1,1,0,0,1,2,1,1,1,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
6,26,76,154,162,106,105,91,90,59,71,49,38,35,29,22,37,25,14,13,8,9,12,7,8,11,16,14,16,14,8,6,3,4,6,4,6,6,8,3,2,4,5,5,5,3,6,1,4,5,3,3,6,1,2,1,3,5,4,5,7,4,5,1,1,0,0,2,3,7,2,6,5,2,1,0,1,2,0,0,2,0,3,1,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0
5,34,78,163,144,129,111,70,76,68,52,61,46,40,37,30,34,14,16,21,10,13,12,13,6,11,10,13,17,14,10,6,2,7,13,5,9,5,5,8,5,3,4,6,4,4,3,3,5,2,3,2,2,1,3,1,6,2,1,4,0,3,0,4,1,1,2,0,1,5,6,4,3,3,1,0,3,2,1,0,0,1,5,2,0,0,1,2,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10,27,86,151,154,132,81,77,71,55,66,43,38,32,40,30,40,22,11,14,14,13,19,12,19,11,12,6,13,10,12,6,7,6,9,6,3,5,1,9,4,4,5,10,9,5,3,2,0,1,4,2,4,4,6,4,2,4,3,2,2,2,2,0,1,0,2,3,5,4,8,4,1,1,1,3,0,0,1,1,0,2,0,1,3,3,1,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0
